Scanning candidates...
Since: 2026-07-01
Delta range: 1.0h — 1440.0h
Analysis cross-check: enabled

hash_prefix,song_id,album,title,db_updated_at,r2_last_modified,delta_h,lrc_job_id,analyze_job_id,key_detected_at,analyze_job_done,job_completed_at,analyze_bump,bump_source,manual_edit_after_autogen,lrc_status,analyze_status,lrc_error,analyze_error,lrc_result_url,lrc_source,lrc_line_count,key_detected_at_drift,lrc_url_drift,stem_bump_attributable_to_stems,transcript_source_bias,debug_notes,verdict,recommendation
76d68d571308,shen_chu_wo_xin_a09489dc,深觸我心,深觸我心,2026-07-17 03:29:23 UTC,2026-07-17T00:41:31+00:00,2.797983411388889,job_6ec667e63650,job_e16a596377e1,2026-07-17T03:29:20.917040+00:00,2026-07-17 03:29:20 UTC,2026-07-17T00:41:31.320260+00:00,True,analysis_job,no,completed,completed,,,s3://stream-of-worship/76d68d571308/lyrics.lrc,youtube_transcript,30,False,False,False,False,"{'delta_h': 2.797983411388889, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'no'}",NO_SIGNAL_POST_ANALYZE,likely not bug-reverted
03d88bb303da,shen_shen_ai_mi_ff7d3e73,深觸我心,深深愛祢,2026-07-17 03:29:07 UTC,2026-07-17T00:41:09+00:00,2.799513453888889,job_65f5dbcbcdbc,job_6c51f121dc4f,2026-07-17T03:29:05.662650+00:00,2026-07-17 03:29:05 UTC,2026-07-17T00:41:09.539229+00:00,True,analysis_job,no,completed,completed,,,s3://stream-of-worship/03d88bb303da/lyrics.lrc,youtube_transcript,20,False,False,False,False,"{'delta_h': 2.799513453888889, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'no'}",NO_SIGNAL_POST_ANALYZE,likely not bug-reverted
6dbcc6ca83f4,rong_yao_gao_yang_d73e0a3e,深觸我心,榮耀羔羊,2026-07-17 03:29:01 UTC,2026-07-17T00:40:23+00:00,2.8106322566666666,job_f2fe51eb3026,job_db74c2c05e43,2026-07-17T03:29:00.805596+00:00,2026-07-17 03:29:00 UTC,2026-07-17T00:40:23.596262+00:00,True,analysis_job,no,completed,completed,,,s3://stream-of-worship/6dbcc6ca83f4/lyrics.lrc,youtube_transcript,20,False,False,False,False,"{'delta_h': 2.8106322566666666, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'no'}",NO_SIGNAL_POST_ANALYZE,likely not bug-reverted
a8daf6bb4666,wo_de_jiu_shu_zhe_huo_zhu_3cde60a8,深觸我心,我的救贖者活著,2026-07-17 03:28:50 UTC,2026-07-14T04:15:45+00:00,71.21807563916667,job_47b5c8271662,job_b0af24fcf3d7,2026-07-17T03:28:48.903756+00:00,2026-07-17 03:28:48 UTC,2026-07-14T04:15:46.145111+00:00,True,analysis_job,no,completed,completed,,,s3://stream-of-worship/a8daf6bb4666/lyrics.lrc,youtube_transcript,18,False,False,False,False,"{'delta_h': 71.21807563916667, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'no'}",NO_SIGNAL_POST_ANALYZE,likely not bug-reverted
991f0416574c,wo_quan_xin_song_zan_87bb2f69,深觸我心,我全心頌讚,2026-07-17 03:28:38 UTC,2026-07-14T03:29:33+00:00,71.98490813444444,job_0748162dbd1a,job_b40e18c90011,2026-07-17T03:28:38.074520+00:00,2026-07-17 03:28:38 UTC,2026-07-14T03:29:33.839291+00:00,True,analysis_job,no,completed,completed,,,s3://stream-of-worship/991f0416574c/lyrics.lrc,youtube_transcript,18,False,False,False,False,"{'delta_h': 71.98490813444444, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'no'}",NO_SIGNAL_POST_ANALYZE,likely not bug-reverted
6856e2f00d6c,ci_ai_tian_fu_2477b370,深觸我心,慈愛天父,2026-07-17 03:28:32 UTC,2026-07-14T03:29:09+00:00,71.98991677166667,job_d59e5ad21866,job_da6257d830a7,2026-07-17T03:28:29.048969+00:00,2026-07-17 03:28:29 UTC,2026-07-14T03:29:09.216474+00:00,True,analysis_job,no,completed,completed,,,s3://stream-of-worship/6856e2f00d6c/lyrics.lrc,youtube_transcript,15,False,False,False,False,"{'delta_h': 71.98991677166667, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'no'}",NO_SIGNAL_POST_ANALYZE,likely not bug-reverted
fdfbdae98e04,fan_shi_dou_neng_zuo_50a4ffcb,深觸我心,凡事都能做,2026-07-17 03:28:21 UTC,2026-07-14T03:28:41+00:00,71.99455928111111,job_1e56247a6fca,job_57541b941444,2026-07-17T03:28:17.566463+00:00,2026-07-17 03:28:17 UTC,2026-07-14T03:28:41.597887+00:00,True,analysis_job,no,completed,completed,,,s3://stream-of-worship/fdfbdae98e04/lyrics.lrc,youtube_transcript,20,False,False,False,False,"{'delta_h': 71.99455928111111, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'no'}",NO_SIGNAL_POST_ANALYZE,likely not bug-reverted
1c172aa74bfe,zhu_de_xi_le_shi_wo_li_liang_e1084c5e,深觸我心,主的喜樂是我力量,2026-07-17 03:28:10 UTC,2026-07-14T03:28:20+00:00,71.99725532777778,job_837a8c22ba4f,job_d73681308c4a,2026-07-17T03:28:09.786904+00:00,2026-07-17 03:28:09 UTC,2026-07-14T03:28:21.143700+00:00,True,analysis_job,no,completed,completed,,,s3://stream-of-worship/1c172aa74bfe/lyrics.lrc,youtube_transcript,33,False,False,False,False,"{'delta_h': 71.99725532777778, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'no'}",NO_SIGNAL_POST_ANALYZE,likely not bug-reverted
c81c3ec66cec,a_ba_tian_fu_49b78dba,沙漠中的讚美,阿爸天父,2026-07-17 03:28:04 UTC,2026-07-11T11:43:49+00:00,135.73754060722223,job_65afb1c678a7,job_e7580e838946,2026-07-17T03:28:02.398932+00:00,2026-07-17 03:28:02 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 135.73754060722223, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
f253c8ec94ab,yi_sheng_ai_mi_5ce02e8f,深觸我心,一生愛祢,2026-07-17 03:27:52 UTC,2026-07-14T03:27:49+00:00,72.00103616722222,job_847ab1c7ff0f,job_49cfc5b50152,2026-07-17T03:27:51.661505+00:00,2026-07-17 03:27:51 UTC,2026-07-14T03:27:49.345053+00:00,True,analysis_job,no,completed,completed,,,s3://stream-of-worship/f253c8ec94ab/lyrics.lrc,youtube_transcript,27,False,False,False,False,"{'delta_h': 72.00103616722222, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'no'}",NO_SIGNAL_POST_ANALYZE,likely not bug-reverted
6615ee5ac4b3,ci_fu_yu_ni_229d76ff,沙漠中的讚美,賜福與你,2026-07-17 03:27:41 UTC,2026-07-11T11:39:32+00:00,135.80262783111112,job_68f539934c74,job_1d81007340d1,2026-07-17T03:27:36.518380+00:00,2026-07-17 03:27:36 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 135.80262783111112, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
5eae7c55ecd3,ye_su_ji_du_shi_zhu_d42a75a8,沙漠中的讚美,耶穌基督是主,2026-07-17 03:27:35 UTC,2026-07-11T11:48:02+00:00,135.6592964913889,job_655de386d76c,job_c1b95773d138,2026-07-17T03:27:31.303435+00:00,2026-07-17 03:27:31 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 135.6592964913889, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
0b2412abd69e,ye_he_hua_kao_jin_shang_xin_de_ren_ccbb6887,沙漠中的讚美,耶和華靠近傷心的人,2026-07-17 03:27:24 UTC,2026-07-11T11:42:50+00:00,135.74284504333332,job_668605ed9eeb,job_6f334ec89b93,2026-07-17T03:27:21.336956+00:00,2026-07-17 03:27:21 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 135.74284504333332, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
4815b0b9a775,mi_de_zui_ai_3a9689ff,沙漠中的讚美,祢的最愛,2026-07-17 03:27:18 UTC,2026-07-11T11:37:47+00:00,135.82531754305555,job_0278449eccf0,job_f599697653d2,2026-07-17T03:27:14.024705+00:00,2026-07-17 03:27:14 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 135.82531754305555, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
70cf2d92513d,sha_mo_zhong_de_zan_mei_cc2f680d,沙漠中的讚美,沙漠中的讚美,2026-07-17 03:27:06 UTC,2026-07-11T11:37:21+00:00,135.82939535944445,job_eb94f819e9f9,job_aa02fb29807c,2026-07-17T03:27:02.763901+00:00,2026-07-17 03:27:02 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 135.82939535944445, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
dbeb8fe422e1,zhang_shang_ming_zhu_15f2c480,沙漠中的讚美,掌上明珠,2026-07-17 03:26:55 UTC,2026-07-11T11:36:54+00:00,135.83374287166666,job_66cdbdc151a9,job_da1fe033c6af,2026-07-17T03:26:54.540078+00:00,2026-07-17 03:26:54 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 135.83374287166666, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
ca33d10ed317,wo_yao_ge_chang_7ac8fd05,沙漠中的讚美,我要歌唱,2026-07-17 03:26:49 UTC,2026-07-11T11:41:49+00:00,135.75010894194443,job_2af247507a5e,job_5dd72d6ef987,2026-07-17T03:26:44.984056+00:00,2026-07-17 03:26:44 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 135.75010894194443, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
f084f6890617,wo_de_tian_tang_348b08be,沙漠中的讚美,我的天堂,2026-07-17 03:26:38 UTC,2026-07-11T11:54:53+00:00,135.52918733666667,job_d4921796b0e9,job_48af673e27f1,2026-07-17T03:26:36.011592+00:00,2026-07-17 03:26:36 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 135.52918733666667, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
237479fb9291,wo_men_ai__rang_shi_jie_bu_yi_yang__bcdab94a,沙漠中的讚美,我們愛 (讓世界不一樣),2026-07-17 03:26:32 UTC,2026-07-11T11:41:23+00:00,135.75250874,job_6d811bd9b7a8,job_7199d4f8be4b,2026-07-17T03:26:30.061335+00:00,2026-07-17 03:26:30 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 135.75250874, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
0b3dda81cbf1,tian_fu_de_hua_yuan_349562f7,沙漠中的讚美,天父的花園,2026-07-17 03:26:15 UTC,2026-07-11T11:34:59+00:00,135.85451339527776,job_51a8987938c5,job_03ed9ac54e90,2026-07-17T03:26:14.088461+00:00,2026-07-17 03:26:14 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 135.85451339527776, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
1438a0390378,shi_jie_zhi_guang_fec5a64e,沙漠中的讚美,世界之光,2026-07-17 03:26:02 UTC,2026-07-09T12:18:55+00:00,183.11884761083334,job_bd53b460a4ef,job_e8c58f0fa7c4,2026-07-17T03:26:02.163555+00:00,2026-07-17 03:26:02 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 183.11884761083334, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
e88c0a08f9c7,lai_huan_hu_zan_mei_17680974,沙漠中的讚美,來歡呼讚美,2026-07-17 03:25:56 UTC,2026-07-11T11:33:48+00:00,135.86912144027778,job_6849a68adbef,job_6f200fe61cc6,2026-07-17T03:25:52.291491+00:00,2026-07-17 03:25:52 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 135.86912144027778, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
4a88f7d5ab9d,zhen_dong_tian_di_47044855,永遠尊貴,震動天地,2026-07-17 03:25:45 UTC,2026-07-12T01:10:59+00:00,122.24624619527778,job_df3701036a97,job_2c35b303ab98,2026-07-17T03:25:41.939562+00:00,2026-07-17 03:25:41 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 122.24624619527778, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
ea6c041dee54,ci_sheng_ming_de_zhu_fe0acebd,永遠尊貴,賜生命的主,2026-07-17 03:25:39 UTC,2026-07-09T12:19:01+00:00,183.1106365213889,job_9af9f71c9bc9,job_160d72e9580a,2026-07-17T03:25:38.459087+00:00,2026-07-17 03:25:38 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 183.1106365213889, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
588c7e903a98,ye_su_wo_ai_mi_1faca79e,永遠尊貴,耶穌我愛祢,2026-07-17 03:25:27 UTC,2026-07-12T01:10:33+00:00,122.248572035,job_209717513cb0,job_82aab47e41d7,2026-07-17T03:25:25.483464+00:00,2026-07-17 03:25:25 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 122.248572035, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
02065c066909,sheng_ming_huo_shui_chong_man_wo_09c392fa,永遠尊貴,生命活水充滿我,2026-07-17 03:25:21 UTC,2026-07-12T01:09:28+00:00,122.26487757500001,job_cef9996dadad,job_a7199e08b725,2026-07-17T03:25:18.530088+00:00,2026-07-17 03:25:18 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 122.26487757500001, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
0ac8d6141069,mi_shi_pei_de_64077947,永遠尊貴,祢是配得,2026-07-17 03:25:10 UTC,2026-07-12T01:10:21+00:00,122.24700957972222,job_2b35f37e7420,job_8fdced4935f4,2026-07-17T03:25:05.351994+00:00,2026-07-17 03:25:05 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 122.24700957972222, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
9ef7d13b8b23,mi_shi_he_deng_rong_mei_bd957459,永遠尊貴,祢是何等榮美,2026-07-17 03:24:48 UTC,2026-07-12T01:09:26+00:00,122.25619869,job_3142c236d09d,job_09bc4beb154b,2026-07-17T03:24:45.918658+00:00,2026-07-17 03:24:45 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 122.25619869, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
1626d546f237,yong_yuan_zun_gui_3b21305c,永遠尊貴,永遠尊貴,2026-07-17 03:24:42 UTC,2026-07-12T01:08:06+00:00,122.27668728888888,job_d4f05fb61757,job_1b0cc79948c2,2026-07-17T03:24:41.778183+00:00,2026-07-17 03:24:41 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 122.27668728888888, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
325c47ca9058,wo_jing_bai_mi_9aea04e2,永遠尊貴,我敬拜祢,2026-07-17 03:24:30 UTC,2026-07-12T02:32:50+00:00,120.86132754027777,job_9d5280bd3beb,job_a7993cd2f666,2026-07-17T03:24:26.344828+00:00,2026-07-17 03:24:26 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 120.86132754027777, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
cd195653a205,wo_yao_huan_chang_df31afc6,永遠尊貴,我要歡唱,2026-07-17 03:24:19 UTC,2026-07-12T01:07:11+00:00,122.28563752472223,job_7c3ef418bbbc,job_e7932cb88735,2026-07-17T03:24:17.762661+00:00,2026-07-17 03:24:17 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 122.28563752472223, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
fb266b7667bc,wo_xian_shang_gan_xie_3147a899,永遠尊貴,我獻上感謝,2026-07-17 03:24:02 UTC,2026-07-12T01:06:44+00:00,122.28844979805555,job_c08cb6ee681f,job_d07093284682,2026-07-17T03:24:01.284773+00:00,2026-07-17 03:24:01 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 122.28844979805555, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
9e651ad42b3f,wo_men_hu_qiu_7924945c,永遠尊貴,我們呼求,2026-07-17 03:23:56 UTC,2026-07-12T01:06:38+00:00,122.28834868555555,job_c64e681b01b3,job_ed53004c76ca,2026-07-17T03:23:54.211029+00:00,2026-07-17 03:23:54 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 122.28834868555555, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
fe0ec510c1b1,zai_yi_ci_65fe4009,永遠尊貴,再一次,2026-07-17 03:23:38 UTC,2026-07-12T02:37:52+00:00,120.76302502944445,job_7a35782b7fe6,job_db1cf83f2dde,2026-07-17T03:23:35.540212+00:00,2026-07-17 03:23:35 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 120.76302502944445, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
e251c48a0d6c,xuan_ze_xiang_xin_ff59ba58,最珍貴的角落,選擇相信,2026-07-17 03:23:27 UTC,2026-07-12T09:53:03+00:00,113.50678836888889,job_2c5f37d7d45a,job_ec78f7020358,2026-07-17T03:23:26.272781+00:00,2026-07-17 03:23:26 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 113.50678836888889, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
aea4ada716ab,ye_su_de_ai_447ef0dc,最珍貴的角落,耶穌的愛,2026-07-17 03:23:21 UTC,2026-07-12T03:24:03+00:00,119.98844647444444,job_b3e1d78ccfca,job_dd8fe7225eb0,2026-07-17T03:23:16.812337+00:00,2026-07-17 03:23:16 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 119.98844647444444, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
d003392a3d33,mi_de_ai_ae5edeb8,最珍貴的角落,祢的愛,2026-07-17 03:23:10 UTC,2026-07-12T03:24:31+00:00,119.97750120527778,job_d627aad1200c,job_2cbd713a344e,2026-07-17T03:23:06.661248+00:00,2026-07-17 03:23:06 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 119.97750120527778, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
85001d8b5273,mi_yong_yuan_huo_zhu_f461da22,最珍貴的角落,祢永遠活著,2026-07-17 03:22:58 UTC,2026-07-12T05:27:28+00:00,117.92516646388889,job_b780f3a28764,job_e5f97d03b81a,2026-07-17T03:22:55.615557+00:00,2026-07-17 03:22:55 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 117.92516646388889, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
d2e22664f15a,mi_shi_wo_sheng_ming_mei_li_c40b9bd4,最珍貴的角落,祢使我生命美麗,2026-07-17 03:22:52 UTC,2026-07-12T03:23:17+00:00,119.99318759027778,job_2074bf6b56cc,job_f3175a32ad01,2026-07-17T03:22:47.005349+00:00,2026-07-17 03:22:47 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 119.99318759027778, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
78ba0ca110ae,shen_shi_wo_men_de_bi_nan_suo_7ebb2d2c,最珍貴的角落,神是我們的避難所,2026-07-17 03:22:40 UTC,2026-07-12T05:27:19+00:00,117.92276882833335,job_a3e5d16c3fc1,job_1c73f0ee5b67,2026-07-17T03:22:35.490882+00:00,2026-07-17 03:22:35 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 117.92276882833335, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
459a4184b0a9,sheng_ming_de_hua_yu_a868c612,最珍貴的角落,生命的話語,2026-07-17 03:22:29 UTC,2026-07-12T03:21:27+00:00,120.01735087194444,job_72bb9e2c1999,job_b741e289fd45,2026-07-17T03:22:27.451744+00:00,2026-07-17 03:22:27 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 120.01735087194444, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
f74699f60d8b,wo_yao_xiang_gao_shan_ju_mu_735dcf46,最珍貴的角落,我要向高山舉目,2026-07-17 03:22:23 UTC,2026-07-12T03:21:05+00:00,120.0217414236111,job_2be9b9d57525,job_a05b592d90e7,2026-07-17T03:22:20.987038+00:00,2026-07-17 03:22:21 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 120.0217414236111, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
3c0772a6c961,zui_zhen_gui_de_jiao_luo_e1cf618a,最珍貴的角落,最珍貴的角落,2026-07-17 03:22:11 UTC,2026-07-12T09:53:19+00:00,113.48136200305557,job_11361c75d590,job_dbba370eaa86,2026-07-17T03:22:07.033256+00:00,2026-07-17 03:22:07 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 113.48136200305557, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
81b9463d882b,zhuan_ai_4669c315,最珍貴的角落,專愛,2026-07-17 03:22:11 UTC,2026-07-12T09:53:31+00:00,113.4778131425,job_3080c86c8288,job_2c1efdd32d31,2026-07-17T03:22:07.151439+00:00,2026-07-17 03:22:07 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 113.4778131425, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
ef382743918c,jiang_xia_mi_da_neng_8bba477e,新的事將要成就,降下祢大能,2026-07-17 03:21:54 UTC,2026-07-11T09:21:44+00:00,138.00285782583333,job_d392ae1116a9,job_99e1c28c3798,2026-07-17T03:21:48.432307+00:00,2026-07-17 03:21:48 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 138.00285782583333, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
57a167c3ff6f,yin_zhu_shi_jia_e5a7765f,最珍貴的角落,因著十架,2026-07-17 03:21:47 UTC,2026-07-12T03:19:45+00:00,120.03402003861112,job_a7f16ef34382,job_cfb87909184d,2026-07-17T03:21:45.688278+00:00,2026-07-17 03:21:45 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 120.03402003861112, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
5e4d60765f02,ai_ku_bian_wei_tiao_wu_55357f07,最珍貴的角落,哀哭變為跳舞,2026-07-17 03:21:29 UTC,2026-07-12T09:08:44+00:00,114.21271813444444,job_8be7c8108b59,job_5f2e62b4e1a0,2026-07-17T03:21:25.136778+00:00,2026-07-17 03:21:25 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 114.21271813444444, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
40b35fa6fc57,yong_gan_zou_chu_qu_3378a163,最珍貴的角落,勇敢走出去,2026-07-17 03:21:12 UTC,2026-07-12T04:54:46+00:00,118.44082982666666,job_ed1ebc4afb73,job_f43af5776b58,2026-07-17T03:21:09.457711+00:00,2026-07-17 03:21:09 UTC,,True,analysis_job,unknown,,completed,,,,,,False,False,False,False,"{'delta_h': 118.44082982666666, 'analyze_bump': True, 'bump_source': 'analysis_job', 'manual_edit_after_autogen': 'unknown'}",SUSPECTED_POST_ANALYZE,needs --with-analysis to resolve
